subject.no,group,condition,question.no,question.type,est1,est2,conf1,conf2,true.values,log.true.values,log.tr.est1,log.tr.est2,tr.est1,tr.est2,log.change.est,abs.log.change.est
33970,6,I,8,unbounded,400,360,6,7,236,5.463831805,0.096568262,0.077284997,0.694915254,0.525423729,0.105360516,0.105360516
34735,6,I,8,unbounded,260,340,2,3,236,5.463831805,0.017725624,0.066823765,0.101694915,0.440677966,-0.268263987,0.268263987
29569,7,I,8,unbounded,10,300,2,1,236,5.463831805,0.578576871,0.043916189,0.957627119,0.271186441,-3.401197382,3.401197382
27488,7,I,8,unbounded,200,350,4,4,236,5.463831805,0.03029274,0.072129114,0.152542373,0.483050847,-0.559615788,0.559615788
30338,7,I,8,unbounded,300,325,4,3,236,5.463831805,0.043916189,0.058565744,0.271186441,0.377118644,-0.080042708,0.080042708
32155,7,I,8,unbounded,200,375,5,5,236,5.463831805,0.03029274,0.08475631,0.152542373,0.588983051,-0.628608659,0.628608659
29626,7,I,8,unbounded,250,225,4,4,236,5.463831805,0.01054738,0.008735884,0.059322034,0.046610169,0.105360516,0.105360516
33131,7,I,8,unbounded,78,150,2,3,236,5.463831805,0.202627573,0.082944814,0.669491525,0.36440678,-0.653926467,0.653926467
34605,7,I,8,unbounded,60,300,2,6,236,5.463831805,0.250645937,0.043916189,0.745762712,0.271186441,-1.609437912,1.609437912
31594,7,I,8,unbounded,500,300,5,5,236,5.463831805,0.137408383,0.043916189,1.118644068,0.271186441,0.510825624,0.510825624
34661,7,I,8,unbounded,300,300,5,5,236,5.463831805,0.043916189,0.043916189,0.271186441,0.271186441,0,0
26812,8,I,8,unbounded,300,350,4,5,236,5.463831805,0.043916189,0.072129114,0.271186441,0.483050847,-0.15415068,0.15415068
29838,8,I,8,unbounded,1000,300,2,2,236,5.463831805,0.264269386,0.043916189,3.237288136,0.271186441,1.203972804,1.203972804
34148,8,I,8,unbounded,400,350,2,3,236,5.463831805,0.096568262,0.072129114,0.694915254,0.483050847,0.133531393,0.133531393
36430,8,I,8,unbounded,300,375,6,7,236,5.463831805,0.043916189,0.08475631,0.271186441,0.588983051,-0.223143551,0.223143551
34534,8,I,8,unbounded,120,300,4,5,236,5.463831805,0.123784934,0.043916189,0.491525424,0.271186441,-0.916290732,0.916290732
29642,8,I,8,unbounded,100,350,2,3,236,5.463831805,0.157153743,0.072129114,0.576271186,0.483050847,-1.252762968,1.252762968
34630,8,I,8,unbounded,NA,NA,NA,NA,236,5.463831805,NA,NA,NA,NA,NA,NA
31185,8,I,8,unbounded,300,350,6,4,236,5.463831805,0.043916189,0.072129114,0.271186441,0.483050847,-0.15415068,0.15415068
27391,8,I,8,unbounded,150,300,5,5,236,5.463831805,0.082944814,0.043916189,0.36440678,0.271186441,-0.693147181,0.693147181
31804,8,I,8,unbounded,161,250,2,8,236,5.463831805,0.069992535,0.01054738,0.31779661,0.059322034,-0.440056553,0.440056553
32190,9,I,8,unbounded,220,240,3,3,236,5.463831805,0.012848906,0.003076068,0.06779661,0.016949153,-0.087011377,0.087011377
34693,9,I,8,unbounded,120,310,4,4,236,5.463831805,0.123784934,0.049917439,0.491525424,0.313559322,-0.949080555,0.949080555
34681,9,I,8,unbounded,800,500,4,4,236,5.463831805,0.223429265,0.137408383,2.389830508,1.118644068,0.470003629,0.470003629
34712,9,I,8,unbounded,300,350,5,8,236,5.463831805,0.043916189,0.072129114,0.271186441,0.483050847,-0.15415068,0.15415068
30029,9,I,8,unbounded,300,300,3,3,236,5.463831805,0.043916189,0.043916189,0.271186441,0.271186441,0,0
34776,9,I,8,unbounded,200,325,3,2,236,5.463831805,0.03029274,0.058565744,0.152542373,0.377118644,-0.485507816,0.485507816
34308,9,I,8,unbounded,240,325,4,4,236,5.463831805,0.003076068,0.058565744,0.016949153,0.377118644,-0.303186259,0.303186259
34588,9,I,8,unbounded,90,300,4,2,236,5.463831805,0.176437008,0.043916189,0.618644068,0.271186441,-1.203972804,1.203972804
20720,9,I,8,unbounded,325,325,5,4,236,5.463831805,0.058565744,0.058565744,0.377118644,0.377118644,0,0
30973,9,I,8,unbounded,1000,320,1,3,236,5.463831805,0.264269386,0.055728141,3.237288136,0.355932203,1.139434283,1.139434283
34490,10,I,8,unbounded,79,252,2,6,236,5.463831805,0.200296055,0.012005729,0.665254237,0.06779661,-1.159981235,1.159981235
32284,10,I,8,unbounded,250,240,5,7,236,5.463831805,0.01054738,0.003076068,0.059322034,0.016949153,0.040821995,0.040821995
32276,10,I,8,unbounded,150,250,4,9,236,5.463831805,0.082944814,0.01054738,0.36440678,0.059322034,-0.510825624,0.510825624
25492,10,I,8,unbounded,160,250,2,1,236,5.463831805,0.071132861,0.01054738,0.322033898,0.059322034,-0.446287103,0.446287103
711124,10,I,8,unbounded,100,250,3,0,236,5.463831805,0.157153743,0.01054738,0.576271186,0.059322034,-0.916290732,0.916290732
30095,10,I,8,unbounded,250,260,4,4,236,5.463831805,0.01054738,0.017725624,0.059322034,0.101694915,-0.039220713,0.039220713
711126,10,I,8,unbounded,200,330,3,6,236,5.463831805,0.03029274,0.061360024,0.152542373,0.398305085,-0.500775288,0.500775288
711125,10,I,8,unbounded,100,250,4,2,236,5.463831805,0.157153743,0.01054738,0.576271186,0.059322034,-0.916290732,0.916290732
29472,11,I,8,unbounded,262,200,7,3,236,5.463831805,0.019128096,0.03029274,0.110169492,0.152542373,0.270027137,0.270027137
32871,11,I,8,unbounded,200,200,1,2,236,5.463831805,0.03029274,0.03029274,0.152542373,0.152542373,0,0
34760,11,I,8,unbounded,400,200,2,0,236,5.463831805,0.096568262,0.03029274,0.694915254,0.152542373,0.693147181,0.693147181
33176,11,I,8,unbounded,140,190,6,6,236,5.463831805,0.095572009,0.039680528,0.406779661,0.194915254,-0.30538165,0.30538165
6787,11,I,8,unbounded,100,150,1,5,236,5.463831805,0.157153743,0.082944814,0.576271186,0.36440678,-0.405465108,0.405465108
27844,11,I,8,unbounded,150,210,2,4,236,5.463831805,0.082944814,0.02136308,0.36440678,0.110169492,-0.336472237,0.336472237
31444,11,I,8,unbounded,100,200,3,3,236,5.463831805,0.157153743,0.03029274,0.576271186,0.152542373,-0.693147181,0.693147181
34803,11,I,8,unbounded,150,150,4,4,236,5.463831805,0.082944814,0.082944814,0.36440678,0.36440678,0,0
34626,11,I,8,unbounded,120,175,2,5,236,5.463831805,0.123784934,0.054731888,0.491525424,0.258474576,-0.377294231,0.377294231
26648,11,I,8,unbounded,200,200,2,2,236,5.463831805,0.03029274,0.03029274,0.152542373,0.152542373,0,0
25636,12,I,8,unbounded,200,200,4,4,236,5.463831805,0.03029274,0.03029274,0.152542373,0.152542373,0,0
34799,12,I,8,unbounded,200,225,4,3,236,5.463831805,0.03029274,0.008735884,0.152542373,0.046610169,-0.117783036,0.117783036
34785,12,I,8,unbounded,250,200,2,2,236,5.463831805,0.01054738,0.03029274,0.059322034,0.152542373,0.223143551,0.223143551
29942,12,I,8,unbounded,278,207,3,3,236,5.463831805,0.029977004,0.023996531,0.177966102,0.122881356,0.29490232,0.29490232
34806,12,I,8,unbounded,250,230,5,5,236,5.463831805,0.01054738,0.004713267,0.059322034,0.025423729,0.083381609,0.083381609
31165,12,I,8,unbounded,150,170,3,3,236,5.463831805,0.082944814,0.060037238,0.36440678,0.279661017,-0.125163143,0.125163143
32864,12,I,8,unbounded,200,200,5,5,236,5.463831805,0.03029274,0.03029274,0.152542373,0.152542373,0,0
34797,12,I,8,unbounded,450,200,4,3,236,5.463831805,0.118125118,0.03029274,0.906779661,0.152542373,0.810930216,0.810930216
32490,12,I,8,unbounded,200,180,4,2,236,5.463831805,0.03029274,0.049576005,0.152542373,0.237288136,0.105360516,0.105360516
26503,12,I,8,unbounded,200,200,4,5,236,5.463831805,0.03029274,0.03029274,0.152542373,0.152542373,0,0
34860,12,I,8,unbounded,NA,NA,NA,NA,236,5.463831805,NA,NA,NA,NA,NA,NA
33281,15,I,8,unbounded,130,190,2,2,236,5.463831805,0.109135379,0.039680528,0.449152542,0.194915254,-0.379489622,0.379489622
34460,15,I,8,unbounded,210,210,7,7,236,5.463831805,0.02136308,0.02136308,0.110169492,0.110169492,0,0
34584,15,I,8,unbounded,120,180,4,5,236,5.463831805,0.123784934,0.049576005,0.491525424,0.237288136,-0.405465108,0.405465108
30377,15,I,8,unbounded,140,165,1,1,236,5.463831805,0.095572009,0.065500979,0.406779661,0.300847458,-0.164303051,0.164303051
28729,15,I,8,unbounded,70,176,2,3,236,5.463831805,0.222433012,0.053689026,0.703389831,0.254237288,-0.921988753,0.921988753
33804,15,I,8,unbounded,70,170,4,5,236,5.463831805,0.222433012,0.060037238,0.703389831,0.279661017,-0.887303195,0.887303195
33552,15,I,8,unbounded,120,185,5,5,236,5.463831805,0.123784934,0.044561397,0.491525424,0.216101695,-0.432864082,0.432864082
27105,15,I,8,unbounded,150,190,2,5,236,5.463831805,0.082944814,0.039680528,0.36440678,0.194915254,-0.236388778,0.236388778
25031,15,I,8,unbounded,200,200,4,5,236,5.463831805,0.03029274,0.03029274,0.152542373,0.152542373,0,0
31470,16,I,8,unbounded,300,200,5,4,236,5.463831805,0.043916189,0.03029274,0.271186441,0.152542373,0.405465108,0.405465108
29819,16,I,8,unbounded,130,200,5,1,236,5.463831805,0.109135379,0.03029274,0.449152542,0.152542373,-0.430782916,0.430782916
31227,16,I,8,unbounded,300,207,6,2,236,5.463831805,0.043916189,0.023996531,0.271186441,0.122881356,0.371063681,0.371063681
33798,16,I,8,unbounded,150,190,4,6,236,5.463831805,0.082944814,0.039680528,0.36440678,0.194915254,-0.236388778,0.236388778
34295,16,I,8,unbounded,110,200,3,0,236,5.463831805,0.139709908,0.03029274,0.533898305,0.152542373,-0.597837001,0.597837001
34692,16,I,8,unbounded,150,200,3,1,236,5.463831805,0.082944814,0.03029274,0.36440678,0.152542373,-0.287682072,0.287682072
31819,16,I,8,unbounded,200,200,3,0,236,5.463831805,0.03029274,0.03029274,0.152542373,0.152542373,0,0
28232,16,I,8,unbounded,130,200,3,0,236,5.463831805,0.109135379,0.03029274,0.449152542,0.152542373,-0.430782916,0.430782916
34689,16,I,8,unbounded,150,200,4,1,236,5.463831805,0.082944814,0.03029274,0.36440678,0.152542373,-0.287682072,0.287682072
34365,22,I,8,unbounded,115,380,3,5,236,5.463831805,0.131574269,0.087180474,0.512711864,0.610169492,-1.195239124,1.195239124
29755,22,I,8,unbounded,180,450,2,2,236,5.463831805,0.049576005,0.118125118,0.237288136,0.906779661,-0.916290732,0.916290732
33132,22,I,8,unbounded,600,400,2,2,236,5.463831805,0.170777191,0.096568262,1.542372881,0.694915254,0.405465108,0.405465108
33549,22,I,8,unbounded,200,360,4,2,236,5.463831805,0.03029274,0.077284997,0.152542373,0.525423729,-0.587786665,0.587786665
32153,22,I,8,unbounded,400,400,4,4,236,5.463831805,0.096568262,0.096568262,0.694915254,0.694915254,0,0
27076,22,I,8,unbounded,170,360,2,5,236,5.463831805,0.060037238,0.077284997,0.279661017,0.525423729,-0.750305594,0.750305594
30720,22,I,8,unbounded,72,360,2,3,236,5.463831805,0.217277129,0.077284997,0.694915254,0.525423729,-1.609437912,1.609437912
34834,22,I,8,unbounded,350,400,6,4,236,5.463831805,0.072129114,0.096568262,0.483050847,0.694915254,-0.133531393,0.133531393
25308,22,I,8,unbounded,360,360,9,9,236,5.463831805,0.077284997,0.077284997,0.525423729,0.525423729,0,0
34749,6,I,9,percentage,35,32,3,6,16.4,2.797281335,1.134146341,0.951219512,1.134146341,0.951219512,0.089612159,0.089612159
29474,6,I,9,percentage,40,30,4,5,16.4,2.797281335,1.43902439,0.829268293,1.43902439,0.829268293,0.287682072,0.287682072
33884,6,I,9,percentage,28,27,8,5,16.4,2.797281335,0.707317073,0.646341463,0.707317073,0.646341463,0.036367644,0.036367644
32876,6,I,9,percentage,20,26,4,5,16.4,2.797281335,0.219512195,0.585365854,0.219512195,0.585365854,-0.262364264,0.262364264
31860,6,I,9,percentage,20,24,3,3,16.4,2.797281335,0.219512195,0.463414634,0.219512195,0.463414634,-0.182321557,0.182321557
32365,6,I,9,percentage,7,31,2,2,16.4,2.797281335,0.573170732,0.890243902,0.573170732,0.890243902,-1.488077055,1.488077055
32334,6,I,9,percentage,18,22,1,2,16.4,2.797281335,0.097560976,0.341463415,0.097560976,0.341463415,-0.200670695,0.200670695
34548,6,I,9,percentage,65,33,4,5,16.4,2.797281335,2.963414634,1.012195122,2.963414634,1.012195122,0.677879708,0.677879708
33970,6,I,9,percentage,40,42,8,8,16.4,2.797281335,1.43902439,1.56097561,1.43902439,1.56097561,-0.048790164,0.048790164
34735,6,I,9,percentage,35,32,2,4,16.4,2.797281335,1.134146341,0.951219512,1.134146341,0.951219512,0.089612159,0.089612159
29569,7,I,9,percentage,62,62,0,0,16.4,2.797281335,2.780487805,2.780487805,2.780487805,2.780487805,0,0
27488,7,I,9,percentage,25,57,1,2,16.4,2.797281335,0.524390244,2.475609756,0.524390244,2.475609756,-0.824175443,0.824175443
30338,7,I,9,percentage,30,32,3,4,16.4,2.797281335,0.829268293,0.951219512,0.829268293,0.951219512,-0.064538521,0.064538521
32155,7,I,9,percentage,55,55,2,5,16.4,2.797281335,2.353658537,2.353658537,2.353658537,2.353658537,0,0
29626,7,I,9,percentage,60,63,4,6,16.4,2.797281335,2.658536585,2.841463415,2.658536585,2.841463415,-0.048790164,0.048790164
33131,7,I,9,percentage,65,63,2,1,16.4,2.797281335,2.963414634,2.841463415,2.963414634,2.841463415,0.031252544,0.031252544
34605,7,I,9,percentage,50,55,2,5,16.4,2.797281335,2.048780488,2.353658537,2.048780488,2.353658537,-0.09531018,0.09531018
31594,7,I,9,percentage,30,60,5,5,16.4,2.797281335,0.829268293,2.658536585,0.829268293,2.658536585,-0.693147181,0.693147181
34661,7,I,9,percentage,20,40,4,4,16.4,2.797281335,0.219512195,1.43902439,0.219512195,1.43902439,-0.693147181,0.693147181
26812,8,I,9,percentage,15,30,3,4,16.4,2.797281335,0.085365854,0.829268293,0.085365854,0.829268293,-0.693147181,0.693147181
29838,8,I,9,percentage,20,23,1,2,16.4,2.797281335,0.219512195,0.402439024,0.219512195,0.402439024,-0.139761942,0.139761942
34148,8,I,9,percentage,33,33,2,3,16.4,2.797281335,1.012195122,1.012195122,1.012195122,1.012195122,0,0
36430,8,I,9,percentage,33,30,5,7,16.4,2.797281335,1.012195122,0.829268293,1.012195122,0.829268293,0.09531018,0.09531018
34534,8,I,9,percentage,66,60,3,7,16.4,2.797281335,3.024390244,2.658536585,3.024390244,2.658536585,0.09531018,0.09531018
29642,8,I,9,percentage,30,28,2,3,16.4,2.797281335,0.829268293,0.707317073,0.829268293,0.707317073,0.068992871,0.068992871
34630,8,I,9,percentage,NA,NA,NA,NA,16.4,2.797281335,NA,NA,NA,NA,NA,NA
31185,8,I,9,percentage,15,18,4,6,16.4,2.797281335,0.085365854,0.097560976,0.085365854,0.097560976,-0.182321557,0.182321557
27391,8,I,9,percentage,30,30,7,5,16.4,2.797281335,0.829268293,0.829268293,0.829268293,0.829268293,0,0
31804,8,I,9,percentage,40,35,5,6,16.4,2.797281335,1.43902439,1.134146341,1.43902439,1.134146341,0.133531393,0.133531393
32190,9,I,9,percentage,30,25,3,3,16.4,2.797281335,0.829268293,0.524390244,0.829268293,0.524390244,0.182321557,0.182321557
34693,9,I,9,percentage,20,17,5,6,16.4,2.797281335,0.219512195,0.036585366,0.219512195,0.036585366,0.162518929,0.162518929
34681,9,I,9,percentage,15,15,8,8,16.4,2.797281335,0.085365854,0.085365854,0.085365854,0.085365854,0,0
34712,9,I,9,percentage,10,15,5,5,16.4,2.797281335,0.390243902,0.085365854,0.390243902,0.085365854,-0.405465108,0.405465108
30029,9,I,9,percentage,15,15,2,4,16.4,2.797281335,0.085365854,0.085365854,0.085365854,0.085365854,0,0
34776,9,I,9,percentage,30,20,3,5,16.4,2.797281335,0.829268293,0.219512195,0.829268293,0.219512195,0.405465108,0.405465108
34308,9,I,9,percentage,30,20,3,1,16.4,2.797281335,0.829268293,0.219512195,0.829268293,0.219512195,0.405465108,0.405465108
34588,9,I,9,percentage,30,0.2,3,5,16.4,2.797281335,0.829268293,0.987804878,0.829268293,0.987804878,5.010635294,5.010635294
20720,9,I,9,percentage,40,17,3,4,16.4,2.797281335,1.43902439,0.036585366,1.43902439,0.036585366,0.85566611,0.85566611
30973,9,I,9,percentage,30,20,1,4,16.4,2.797281335,0.829268293,0.219512195,0.829268293,0.219512195,0.405465108,0.405465108
34490,10,I,9,percentage,32,15,2,8,16.4,2.797281335,0.951219512,0.085365854,0.951219512,0.085365854,0.757685702,0.757685702
32284,10,I,9,percentage,20,15,8,8,16.4,2.797281335,0.219512195,0.085365854,0.219512195,0.085365854,0.287682072,0.287682072
32276,10,I,9,percentage,30,15,1,3,16.4,2.797281335,0.829268293,0.085365854,0.829268293,0.085365854,0.693147181,0.693147181
25492,10,I,9,percentage,28,15,2,0,16.4,2.797281335,0.707317073,0.085365854,0.707317073,0.085365854,0.624154309,0.624154309
711124,10,I,9,percentage,20,15,2,1,16.4,2.797281335,0.219512195,0.085365854,0.219512195,0.085365854,0.287682072,0.287682072
30095,10,I,9,percentage,18,14.5,4,4,16.4,2.797281335,0.097560976,0.115853659,0.097560976,0.115853659,0.216223108,0.216223108
711126,10,I,9,percentage,15,15,9,2,16.4,2.797281335,0.085365854,0.085365854,0.085365854,0.085365854,0,0
711125,10,I,9,percentage,15,15,5,1,16.4,2.797281335,0.085365854,0.085365854,0.085365854,0.085365854,0,0
29472,11,I,9,percentage,25,20,6,4,16.4,2.797281335,0.524390244,0.219512195,0.524390244,0.219512195,0.223143551,0.223143551
32871,11,I,9,percentage,33,17,2,1,16.4,2.797281335,1.012195122,0.036585366,1.012195122,0.036585366,0.663294217,0.663294217
34760,11,I,9,percentage,15,17,1,1,16.4,2.797281335,0.085365854,0.036585366,0.085365854,0.036585366,-0.125163143,0.125163143
33176,11,I,9,percentage,30,20,3,5,16.4,2.797281335,0.829268293,0.219512195,0.829268293,0.219512195,0.405465108,0.405465108
6787,11,I,9,percentage,15,15,2,5,16.4,2.797281335,0.085365854,0.085365854,0.085365854,0.085365854,0,0
27844,11,I,9,percentage,16,16,5,4,16.4,2.797281335,0.024390244,0.024390244,0.024390244,0.024390244,0,0
31444,11,I,9,percentage,20,20,2,4,16.4,2.797281335,0.219512195,0.219512195,0.219512195,0.219512195,0,0
34803,11,I,9,percentage,50,17,4,3,16.4,2.797281335,2.048780488,0.036585366,2.048780488,0.036585366,1.078809661,1.078809661
34626,11,I,9,percentage,30,17,7,8,16.4,2.797281335,0.829268293,0.036585366,0.829268293,0.036585366,0.567984038,0.567984038
26648,11,I,9,percentage,25,20,0,0,16.4,2.797281335,0.524390244,0.219512195,0.524390244,0.219512195,0.223143551,0.223143551
25636,12,I,9,percentage,20,20,5,5,16.4,2.797281335,0.219512195,0.219512195,0.219512195,0.219512195,0,0
34799,12,I,9,percentage,18,15,4,4,16.4,2.797281335,0.097560976,0.085365854,0.097560976,0.085365854,0.182321557,0.182321557
34785,12,I,9,percentage,30,20,2,4,16.4,2.797281335,0.829268293,0.219512195,0.829268293,0.219512195,0.405465108,0.405465108
29942,12,I,9,percentage,19,25,2,3,16.4,2.797281335,0.158536585,0.524390244,0.158536585,0.524390244,-0.274436846,0.274436846
34806,12,I,9,percentage,40,35,5,5,16.4,2.797281335,1.43902439,1.134146341,1.43902439,1.134146341,0.133531393,0.133531393
31165,12,I,9,percentage,20,NA,4,NA,16.4,2.797281335,0.219512195,NA,0.219512195,NA,NA,NA
32864,12,I,9,percentage,25,22,5,5,16.4,2.797281335,0.524390244,0.341463415,0.524390244,0.341463415,0.127833372,0.127833372
34797,12,I,9,percentage,33,33,3,3,16.4,2.797281335,1.012195122,1.012195122,1.012195122,1.012195122,0,0
32490,12,I,9,percentage,45,40,4,3,16.4,2.797281335,1.743902439,1.43902439,1.743902439,1.43902439,0.117783036,0.117783036
26503,12,I,9,percentage,30,40,5,7,16.4,2.797281335,0.829268293,1.43902439,0.829268293,1.43902439,-0.287682072,0.287682072
34860,12,I,9,percentage,NA,NA,NA,NA,16.4,2.797281335,NA,NA,NA,NA,NA,NA
33281,15,I,9,percentage,30,30,2,2,16.4,2.797281335,0.829268293,0.829268293,0.829268293,0.829268293,0,0
34460,15,I,9,percentage,45,33,5,6,16.4,2.797281335,1.743902439,1.012195122,1.743902439,1.012195122,0.310154928,0.310154928
34584,15,I,9,percentage,0.2,23,4,5,16.4,2.797281335,0.987804878,0.402439024,0.987804878,0.402439024,-4.744932128,4.744932128
30377,15,I,9,percentage,35,35,1,2,16.4,2.797281335,1.134146341,1.134146341,1.134146341,1.134146341,0,0
28729,15,I,9,percentage,20,32,1,4,16.4,2.797281335,0.219512195,0.951219512,0.219512195,0.951219512,-0.470003629,0.470003629
33804,15,I,9,percentage,25,25,4,5,16.4,2.797281335,0.524390244,0.524390244,0.524390244,0.524390244,0,0
33552,15,I,9,percentage,30,28,5,6,16.4,2.797281335,0.829268293,0.707317073,0.829268293,0.707317073,0.068992871,0.068992871
27105,15,I,9,percentage,35,23,4,4,16.4,2.797281335,1.134146341,0.402439024,1.134146341,0.402439024,0.419853846,0.419853846
25031,15,I,9,percentage,18,22,4,5,16.4,2.797281335,0.097560976,0.341463415,0.097560976,0.341463415,-0.200670695,0.200670695
31470,16,I,9,percentage,10,25,5,8,16.4,2.797281335,0.390243902,0.524390244,0.390243902,0.524390244,-0.916290732,0.916290732
29819,16,I,9,percentage,40,27,3,3,16.4,2.797281335,1.43902439,0.646341463,1.43902439,0.646341463,0.393042588,0.393042588
31227,16,I,9,percentage,30,25,6,5,16.4,2.797281335,0.829268293,0.524390244,0.829268293,0.524390244,0.182321557,0.182321557
33798,16,I,9,percentage,18,23,6,8,16.4,2.797281335,0.097560976,0.402439024,0.097560976,0.402439024,-0.245122458,0.245122458
34295,16,I,9,percentage,17,25,3,2,16.4,2.797281335,0.036585366,0.524390244,0.036585366,0.524390244,-0.385662481,0.385662481
34692,16,I,9,percentage,20,25,3,3,16.4,2.797281335,0.219512195,0.524390244,0.219512195,0.524390244,-0.223143551,0.223143551
31819,16,I,9,percentage,35,30,4,1,16.4,2.797281335,1.134146341,0.829268293,1.134146341,0.829268293,0.15415068,0.15415068
28232,16,I,9,percentage,20,25,3,2,16.4,2.797281335,0.219512195,0.524390244,0.219512195,0.524390244,-0.223143551,0.223143551
34689,16,I,9,percentage,20,26,5,3,16.4,2.797281335,0.219512195,0.585365854,0.219512195,0.585365854,-0.262364264,0.262364264
34365,22,I,9,percentage,45,45,5,8,16.4,2.797281335,1.743902439,1.743902439,1.743902439,1.743902439,0,0
29755,22,I,9,percentage,20,33,2,2,16.4,2.797281335,0.219512195,1.012195122,0.219512195,1.012195122,-0.500775288,0.500775288
33132,22,I,9,percentage,65,40,2,2,16.4,2.797281335,2.963414634,1.43902439,2.963414634,1.43902439,0.485507816,0.485507816
33549,22,I,9,percentage,30,33,4,4,16.4,2.797281335,0.829268293,1.012195122,0.829268293,1.012195122,-0.09531018,0.09531018
32153,22,I,9,percentage,15,20,4,3,16.4,2.797281335,0.085365854,0.219512195,0.085365854,0.219512195,-0.287682072,0.287682072
27076,22,I,9,percentage,33,35,2,3,16.4,2.797281335,1.012195122,1.134146341,1.012195122,1.134146341,-0.0588405,0.0588405
30720,22,I,9,percentage,60,50,3,4,16.4,2.797281335,2.658536585,2.048780488,2.658536585,2.048780488,0.182321557,0.182321557
34834,22,I,9,percentage,50,40,3,4,16.4,2.797281335,2.048780488,1.43902439,2.048780488,1.43902439,0.223143551,0.223143551
25308,22,I,9,percentage,15,30,4,5,16.4,2.797281335,0.085365854,0.829268293,0.085365854,0.829268293,-0.693147181,0.693147181
34749,6,I,10,percentage,12.5,12,8,3,7.08,1.957273908,0.765536723,0.694915254,0.765536723,0.694915254,0.040821995,0.040821995
29474,6,I,10,percentage,NA,10,9,8,7.08,1.957273908,NA,0.412429379,NA,0.412429379,4.605170186,4.605170186
33884,6,I,10,percentage,12,10,6,4,7.08,1.957273908,0.694915254,0.412429379,0.694915254,0.412429379,0.182321557,0.182321557
32876,6,I,10,percentage,20,12,2,5,7.08,1.957273908,1.824858757,0.694915254,1.824858757,0.694915254,0.510825624,0.510825624
31860,6,I,10,percentage,12,12.5,1,3,7.08,1.957273908,0.694915254,0.765536723,0.694915254,0.765536723,-0.040821995,0.040821995
32365,6,I,10,percentage,15,13,2,3,7.08,1.957273908,1.118644068,0.836158192,1.118644068,0.836158192,0.143100844,0.143100844
32334,6,I,10,percentage,15,13,2,2,7.08,1.957273908,1.118644068,0.836158192,1.118644068,0.836158192,0.143100844,0.143100844
34548,6,I,10,percentage,9.8,9.7,3,8,7.08,1.957273908,0.384180791,0.370056497,0.384180791,0.370056497,0.0102565,0.0102565
33970,6,I,10,percentage,12,13,7,8,7.08,1.957273908,0.694915254,0.836158192,0.694915254,0.836158192,-0.080042708,0.080042708
34735,6,I,10,percentage,9,11,3,4,7.08,1.957273908,0.271186441,0.553672316,0.271186441,0.553672316,-0.200670695,0.200670695
29569,7,I,10,percentage,5,11.6,1,3,7.08,1.957273908,0.293785311,0.638418079,0.293785311,0.638418079,-0.841567186,0.841567186
27488,7,I,10,percentage,7,12,3,4,7.08,1.957273908,0.011299435,0.694915254,0.011299435,0.694915254,-0.538996501,0.538996501
30338,7,I,10,percentage,10,10.2,4,3,7.08,1.957273908,0.412429379,0.440677966,0.412429379,0.440677966,-0.019802627,0.019802627
32155,7,I,10,percentage,7,11,5,5,7.08,1.957273908,0.011299435,0.553672316,0.011299435,0.553672316,-0.451985124,0.451985124
29626,7,I,10,percentage,13,13,5,2,7.08,1.957273908,0.836158192,0.836158192,0.836158192,0.836158192,0,0
33131,7,I,10,percentage,23,13.4,2,2,7.08,1.957273908,2.248587571,0.892655367,2.248587571,0.892655367,0.540239509,0.540239509
34605,7,I,10,percentage,25,20,2,4,7.08,1.957273908,2.531073446,1.824858757,2.531073446,1.824858757,0.223143551,0.223143551
31594,7,I,10,percentage,15,15,4,5,7.08,1.957273908,1.118644068,1.118644068,1.118644068,1.118644068,0,0
34661,7,I,10,percentage,15,15,4,6,7.08,1.957273908,1.118644068,1.118644068,1.118644068,1.118644068,0,0
26812,8,I,10,percentage,NA,8,NA,4,7.08,1.957273908,NA,0.129943503,NA,0.129943503,NA,NA
29838,8,I,10,percentage,NA,9,NA,1,7.08,1.957273908,NA,0.271186441,NA,0.271186441,NA,NA
34148,8,I,10,percentage,NA,10,NA,4,7.08,1.957273908,NA,0.412429379,NA,0.412429379,NA,NA
36430,8,I,10,percentage,NA,9,NA,6,7.08,1.957273908,NA,0.271186441,NA,0.271186441,NA,NA
34534,8,I,10,percentage,NA,9,NA,3,7.08,1.957273908,NA,0.271186441,NA,0.271186441,NA,NA
29642,8,I,10,percentage,NA,8,NA,2,7.08,1.957273908,NA,0.129943503,NA,0.129943503,NA,NA
34630,8,I,10,percentage,NA,NA,NA,NA,7.08,1.957273908,NA,NA,NA,NA,NA,NA
31185,8,I,10,percentage,NA,8,NA,5,7.08,1.957273908,NA,0.129943503,NA,0.129943503,NA,NA
27391,8,I,10,percentage,NA,8,NA,3,7.08,1.957273908,NA,0.129943503,NA,0.129943503,NA,NA
31804,8,I,10,percentage,NA,8,NA,7,7.08,1.957273908,NA,0.129943503,NA,0.129943503,NA,NA
32190,9,I,10,percentage,7,7,3,3,7.08,1.957273908,0.011299435,0.011299435,0.011299435,0.011299435,0,0
34693,9,I,10,percentage,7,8,3,2,7.08,1.957273908,0.011299435,0.129943503,0.011299435,0.129943503,-0.133531393,0.133531393
34681,9,I,10,percentage,5,8,8,3,7.08,1.957273908,0.293785311,0.129943503,0.293785311,0.129943503,-0.470003629,0.470003629
